method,data_fraction,seed,emotion,f1,precision,recall
distilbert,0.5,42,confusion,0.13953488372093023,0.631578947368421,0.0784313725490196
distilbert,0.5,42,curiosity,0.4490644490644491,0.5482233502538071,0.38028169014084506
distilbert,0.5,42,desire,0.10752688172043011,0.5,0.060240963855421686
distilbert,0.5,42,disappointment,0.0,0.0,0.0
distilbert,0.5,42,disapproval,0.19135802469135801,0.543859649122807,0.11610486891385768
distilbert,0.5,42,disgust,0.0,0.0,0.0
distilbert,0.5,42,embarrassment,0.0,0.0,0.0
distilbert,0.5,42,excitement,0.09259259259259259,1.0,0.04854368932038835
distilbert,0.5,42,fear,0.3434343434343434,0.8095238095238095,0.21794871794871795
distilbert,0.5,42,gratitude,0.9199417758369723,0.9432835820895522,0.8977272727272727
distilbert,0.5,42,grief,0.0,0.0,0.0
distilbert,0.5,42,joy,0.5413533834586466,0.6857142857142857,0.4472049689440994
distilbert,0.5,42,love,0.7966101694915254,0.8034188034188035,0.7899159663865546
distilbert,0.5,42,nervousness,0.0,0.0,0.0
distilbert,0.5,42,neutral,0.6410725167580743,0.7036789297658863,0.5886961387800783
distilbert,0.5,42,optimism,0.5067567567567568,0.6818181818181818,0.4032258064516129
distilbert,0.5,42,pride,0.0,0.0,0.0
distilbert,0.5,42,realization,0.0,0.0,0.0
distilbert,0.5,42,relief,0.0,0.0,0.0
distilbert,0.5,42,remorse,0.5740740740740741,0.5961538461538461,0.5535714285714286
distilbert,0.5,42,sadness,0.4537037037037037,0.8166666666666667,0.3141025641025641
distilbert,0.5,42,surprise,0.44549763033175355,0.6714285714285714,0.3333333333333333
distilbert,1.0,42,admiration,0.6919242273180458,0.6953907815631263,0.6884920634920635
distilbert,1.0,42,amusement,0.8246268656716418,0.8125,0.8371212121212122
distilbert,1.0,42,anger,0.45569620253164556,0.6101694915254238,0.36363636363636365
distilbert,1.0,42,annoyance,0.13774104683195593,0.5813953488372093,0.078125
distilbert,1.0,42,approval,0.35714285714285715,0.5882352941176471,0.2564102564102564
distilbert,1.0,42,caring,0.3939393939393939,0.6190476190476191,0.28888888888888886
distilbert,1.0,42,confusion,0.4052863436123348,0.6216216216216216,0.3006535947712418
distilbert,1.0,42,curiosity,0.44123711340206184,0.5323383084577115,0.3767605633802817
distilbert,1.0,42,desire,0.4067796610169492,0.6857142857142857,0.2891566265060241
distilbert,1.0,42,disappointment,0.12269938650306748,0.8333333333333334,0.06622516556291391
distilbert,1.0,42,disapproval,0.3157894736842105,0.4772727272727273,0.23595505617977527
distilbert,1.0,42,disgust,0.4777777777777778,0.7543859649122807,0.34959349593495936
distilbert,1.0,42,embarrassment,0.19047619047619047,0.8,0.10810810810810811
distilbert,1.0,42,excitement,0.425531914893617,0.7894736842105263,0.2912621359223301
distilbert,1.0,42,fear,0.6438356164383562,0.6911764705882353,0.6025641025641025
distilbert,1.0,42,gratitude,0.9192364170337739,0.9513677811550152,0.8892045454545454
distilbert,1.0,42,grief,0.0,0.0,0.0
distilbert,1.0,42,joy,0.5985915492957746,0.6910569105691057,0.5279503105590062
distilbert,1.0,42,love,0.8132780082987552,0.8032786885245902,0.8235294117647058
distilbert,1.0,42,nervousness,0.0,0.0,0.0
distilbert,1.0,42,neutral,0.6418002466091245,0.7144818119423473,0.5825405707890319
distilbert,1.0,42,optimism,0.551948051948052,0.6967213114754098,0.45698924731182794
distilbert,1.0,42,pride,0.0,0.0,0.0
distilbert,1.0,42,realization,0.12658227848101267,0.7692307692307693,0.06896551724137931
distilbert,1.0,42,relief,0.0,0.0,0.0
distilbert,1.0,42,remorse,0.6428571428571429,0.6428571428571429,0.6428571428571429
distilbert,1.0,42,sadness,0.5301204819277109,0.7096774193548387,0.4230769230769231
distilbert,1.0,42,surprise,0.5391304347826087,0.6966292134831461,0.4397163120567376
