method,data_fraction,seed,emotion,precision,recall,f1,support,tp,fp,fn,tn
setfit,0.01,21,nervousness,0.0,0.0,0.0,23,0,0,23,5404
setfit,0.01,21,neutral,0.6529644268774704,0.4622271964185786,0.5412844036697247,1787,826,439,961,3201
setfit,0.01,21,optimism,0.5897435897435898,0.24731182795698925,0.3484848484848485,186,46,32,140,5209
setfit,0.01,21,pride,0.0,0.0,0.0,16,0,0,16,5411
setfit,0.01,21,realization,0.0,0.0,0.0,145,0,1,145,5281
setfit,0.01,21,relief,0.0,0.0,0.0,11,0,0,11,5416
setfit,0.01,21,remorse,0.7647058823529411,0.23214285714285715,0.3561643835616438,56,13,4,43,5367
setfit,0.01,21,sadness,0.6470588235294118,0.21153846153846154,0.3188405797101449,156,33,18,123,5253
setfit,0.01,21,surprise,0.6,0.1276595744680851,0.21052631578947367,141,18,12,123,5274
setfit,0.05,21,admiration,0.7036199095022625,0.6170634920634921,0.6575052854122622,504,311,131,193,4792
setfit,0.05,21,amusement,0.7666666666666667,0.7840909090909091,0.7752808988764045,264,207,63,57,5100
setfit,0.05,21,anger,0.5925925925925926,0.24242424242424243,0.34408602150537637,198,48,33,150,5196
setfit,0.05,21,annoyance,0.3016759776536313,0.3375,0.3185840707964602,320,108,250,212,4857
setfit,0.05,21,approval,0.2589147286821705,0.4757834757834758,0.3353413654618474,351,167,478,184,4598
setfit,0.05,21,caring,0.45614035087719296,0.1925925925925926,0.2708333333333333,135,26,31,109,5261
setfit,0.05,21,confusion,0.425,0.2222222222222222,0.2918454935622318,153,34,46,119,5228
setfit,0.05,21,curiosity,0.46153846153846156,0.528169014084507,0.49261083743842365,284,150,175,134,4968
setfit,0.05,21,desire,0.6785714285714286,0.2289156626506024,0.34234234234234234,83,19,9,64,5335
setfit,0.05,21,disappointment,0.21367521367521367,0.16556291390728478,0.1865671641791045,151,25,92,126,5184
setfit,0.05,21,disapproval,0.2610619469026549,0.4419475655430712,0.3282336578581363,267,118,334,149,4826
setfit,0.05,21,disgust,0.6065573770491803,0.3008130081300813,0.40217391304347827,123,37,24,86,5280
setfit,0.05,21,embarrassment,0.8,0.10810810810810811,0.19047619047619047,37,4,1,33,5389
setfit,0.05,21,excitement,0.54,0.2621359223300971,0.35294117647058826,103,27,23,76,5301
setfit,0.05,21,fear,0.7755102040816326,0.48717948717948717,0.5984251968503937,78,38,11,40,5338
setfit,0.05,21,gratitude,0.9239766081871345,0.8977272727272727,0.9106628242074928,352,316,26,36,5049
setfit,0.05,21,grief,0.0,0.0,0.0,6,0,0,6,5421
setfit,0.05,21,joy,0.55,0.546583850931677,0.5482866043613707,161,88,72,73,5194
setfit,0.05,21,love,0.7627118644067796,0.7563025210084033,0.759493670886076,238,180,56,58,5133
setfit,0.05,21,nervousness,0.0,0.0,0.0,23,0,0,23,5404
setfit,0.05,21,neutral,0.6969432314410481,0.44655847789591496,0.5443383356070941,1787,798,347,989,3293
setfit,0.05,21,optimism,0.631578947368421,0.45161290322580644,0.5266457680250783,186,84,49,102,5192
setfit,0.05,21,pride,0.0,0.0,0.0,16,0,0,16,5411
setfit,0.05,21,realization,0.12244897959183673,0.041379310344827586,0.061855670103092786,145,6,43,139,5239
setfit,0.05,21,relief,0.0,0.0,0.0,11,0,0,11,5416
setfit,0.05,21,remorse,0.5121951219512195,0.375,0.4329896907216495,56,21,20,35,5351
setfit,0.05,21,sadness,0.49107142857142855,0.3525641025641026,0.41044776119402987,156,55,57,101,5214
setfit,0.05,21,surprise,0.5212765957446809,0.3475177304964539,0.41702127659574467,141,49,45,92,5241
setfit,0.1,21,admiration,0.6978723404255319,0.6507936507936508,0.6735112936344969,504,328,142,176,4781
setfit,0.1,21,amusement,0.782608695652174,0.8181818181818182,0.8,264,216,60,48,5103
setfit,0.1,21,anger,0.4915254237288136,0.29292929292929293,0.3670886075949367,198,58,60,140,5169
setfit,0.1,21,annoyance,0.27061310782241016,0.4,0.3228247162673392,320,128,345,192,4762
setfit,0.1,21,approval,0.25149700598802394,0.47863247863247865,0.3297350343473994,351,168,500,183,4576
setfit,0.1,21,caring,0.5423728813559322,0.23703703703703705,0.32989690721649484,135,32,27,103,5265
setfit,0.1,21,confusion,0.34965034965034963,0.32679738562091504,0.33783783783783783,153,50,93,103,5181
setfit,0.1,21,curiosity,0.42779291553133514,0.5528169014084507,0.4823348694316436,284,157,210,127,4933
setfit,0.1,21,desire,0.5609756097560976,0.27710843373493976,0.3709677419354839,83,23,18,60,5326
setfit,0.1,21,disappointment,0.35135135135135137,0.08609271523178808,0.13829787234042554,151,13,24,138,5252
setfit,0.1,21,disapproval,0.3112391930835735,0.4044943820224719,0.3517915309446254,267,108,239,159,4921
setfit,0.1,21,disgust,0.7346938775510204,0.2926829268292683,0.4186046511627907,123,36,13,87,5291
setfit,0.1,21,embarrassment,0.8888888888888888,0.21621621621621623,0.34782608695652173,37,8,1,29,5389
setfit,0.1,21,excitement,0.5,0.27184466019417475,0.3522012578616352,103,28,28,75,5296
setfit,0.1,21,fear,0.84,0.5384615384615384,0.65625,78,42,8,36,5341
setfit,0.1,21,gratitude,0.9137931034482759,0.9034090909090909,0.9085714285714286,352,318,30,34,5045
setfit,0.1,21,grief,0.0,0.0,0.0,6,0,0,6,5421
setfit,0.1,21,joy,0.6,0.577639751552795,0.5886075949367089,161,93,62,68,5204
setfit,0.1,21,love,0.7489361702127659,0.7394957983193278,0.7441860465116279,238,176,59,62,5130
setfit,0.1,21,nervousness,0.4,0.08695652173913043,0.14285714285714285,23,2,3,21,5401
setfit,0.1,21,neutral,0.6749611197511665,0.48573027420257414,0.5649202733485194,1787,868,418,919,3222
setfit,0.1,21,optimism,0.625,0.5376344086021505,0.5780346820809249,186,100,60,86,5181
setfit,0.1,21,pride,0.0,0.0,0.0,16,0,0,16,5411
setfit,0.1,21,realization,0.15789473684210525,0.06206896551724138,0.0891089108910891,145,9,48,136,5234
setfit,0.1,21,relief,0.0,0.0,0.0,11,0,0,11,5416
setfit,0.1,21,remorse,0.5660377358490566,0.5357142857142857,0.5504587155963303,56,30,23,26,5348
setfit,0.1,21,sadness,0.5700934579439252,0.391025641025641,0.46387832699619774,156,61,46,95,5225
setfit,0.1,21,surprise,0.5288461538461539,0.3900709219858156,0.4489795918367347,141,55,49,86,5237
setfit,0.25,21,admiration,0.6789168278529981,0.6964285714285714,0.6875612144955926,504,351,166,153,4757
setfit,0.25,21,amusement,0.7348242811501597,0.8712121212121212,0.7972270363951474,264,230,83,34,5080
setfit,0.25,21,anger,0.5078125,0.3282828282828283,0.3987730061349693,198,65,63,133,5166
setfit,0.25,21,annoyance,0.25386313465783666,0.359375,0.2975420439844761,320,115,338,205,4769
setfit,0.25,21,approval,0.2867647058823529,0.4444444444444444,0.3486033519553073,351,156,388,195,4688
setfit,0.25,21,caring,0.47058823529411764,0.35555555555555557,0.4050632911392405,135,48,54,87,5238
setfit,0.25,21,confusion,0.4262295081967213,0.33986928104575165,0.3781818181818182,153,52,70,101,5204
setfit,0.25,21,curiosity,0.4564102564102564,0.6267605633802817,0.5281899109792285,284,178,212,106,4931
setfit,0.25,21,desire,0.5740740740740741,0.37349397590361444,0.45255474452554745,83,31,23,52,5321
setfit,0.25,21,disappointment,0.4069767441860465,0.23178807947019867,0.29535864978902954,151,35,51,116,5225
setfit,0.25,21,disapproval,0.3263473053892216,0.40823970037453183,0.3627287853577371,267,109,225,158,4935
setfit,0.25,21,disgust,0.5857142857142857,0.3333333333333333,0.42487046632124353,123,41,29,82,5275
setfit,0.25,21,embarrassment,0.7857142857142857,0.2972972972972973,0.43137254901960786,37,11,3,26,5387
setfit,0.25,21,excitement,0.41975308641975306,0.3300970873786408,0.3695652173913043,103,34,47,69,5277
setfit,0.25,21,fear,0.7543859649122807,0.5512820512820513,0.6370370370370371,78,43,14,35,5335
