method,data_fraction,seed,emotion,precision,recall,f1,support,tp,fp,fn,tn
svm_tfidf,0.1,7,surprise,0.3644859813084112,0.2765957446808511,0.31451612903225806,141,39,68,102,5218
svm_tfidf,0.25,7,admiration,0.5066006600660066,0.6091269841269841,0.5531531531531532,504,307,299,197,4624
svm_tfidf,0.25,7,amusement,0.6533333333333333,0.7424242424242424,0.6950354609929078,264,196,104,68,5059
svm_tfidf,0.25,7,anger,0.2961165048543689,0.30808080808080807,0.30198019801980197,198,61,145,137,5084
svm_tfidf,0.25,7,annoyance,0.20759493670886076,0.25625,0.22937062937062938,320,82,313,238,4794
svm_tfidf,0.25,7,approval,0.16546762589928057,0.2621082621082621,0.20286659316427783,351,92,464,259,4612
svm_tfidf,0.25,7,caring,0.18269230769230768,0.2814814814814815,0.22157434402332363,135,38,170,97,5122
svm_tfidf,0.25,7,confusion,0.14671814671814673,0.24836601307189543,0.18446601941747573,153,38,221,115,5053
svm_tfidf,0.25,7,curiosity,0.15048543689320387,0.21830985915492956,0.1781609195402299,284,62,350,222,4793
svm_tfidf,0.25,7,desire,0.35,0.25301204819277107,0.2937062937062937,83,21,39,62,5305
svm_tfidf,0.25,7,disappointment,0.14354066985645933,0.1986754966887417,0.16666666666666666,151,30,179,121,5097
svm_tfidf,0.25,7,disapproval,0.13243243243243244,0.18352059925093633,0.15384615384615385,267,49,321,218,4839
svm_tfidf,0.25,7,disgust,0.3875968992248062,0.4065040650406504,0.3968253968253968,123,50,79,73,5225
svm_tfidf,0.25,7,embarrassment,0.16279069767441862,0.1891891891891892,0.175,37,7,36,30,5354
svm_tfidf,0.25,7,excitement,0.16751269035532995,0.32038834951456313,0.22,103,33,164,70,5160
svm_tfidf,0.25,7,fear,0.5921052631578947,0.5769230769230769,0.5844155844155844,78,45,31,33,5318
svm_tfidf,0.25,7,gratitude,0.8715846994535519,0.90625,0.8885793871866295,352,319,47,33,5028
svm_tfidf,0.25,7,grief,0.2,0.3333333333333333,0.25,6,2,8,4,5413
svm_tfidf,0.25,7,joy,0.3939393939393939,0.5652173913043478,0.4642857142857143,161,91,140,70,5126
svm_tfidf,0.25,7,love,0.6606498194945848,0.7689075630252101,0.7106796116504854,238,183,94,55,5095
svm_tfidf,0.25,7,nervousness,0.3,0.13043478260869565,0.18181818181818182,23,3,7,20,5397
svm_tfidf,0.25,7,neutral,0.5270723526593196,0.6155567991046447,0.5678884873515746,1787,1100,987,687,2653
svm_tfidf,0.25,7,optimism,0.4265402843601896,0.4838709677419355,0.4534005037783375,186,90,121,96,5120
svm_tfidf,0.25,7,pride,0.18181818181818182,0.25,0.21052631578947367,16,4,18,12,5393
svm_tfidf,0.25,7,realization,0.17333333333333334,0.1793103448275862,0.17627118644067796,145,26,124,119,5158
svm_tfidf,0.25,7,relief,0.0,0.0,0.0,11,0,31,11,5385
svm_tfidf,0.25,7,remorse,0.4823529411764706,0.7321428571428571,0.5815602836879432,56,41,44,15,5327
svm_tfidf,0.25,7,sadness,0.3564356435643564,0.46153846153846156,0.4022346368715084,156,72,130,84,5141
svm_tfidf,0.25,7,surprise,0.37681159420289856,0.36879432624113473,0.3727598566308244,141,52,86,89,5200
svm_tfidf,0.5,7,admiration,0.4684287812041116,0.6329365079365079,0.5383966244725739,504,319,362,185,4561
svm_tfidf,0.5,7,amusement,0.6553846153846153,0.8068181818181818,0.7232597623089984,264,213,112,51,5051
svm_tfidf,0.5,7,anger,0.25901639344262295,0.398989898989899,0.31411530815109345,198,79,226,119,5003
svm_tfidf,0.5,7,annoyance,0.19415807560137457,0.353125,0.25055432372505543,320,113,469,207,4638
svm_tfidf,0.5,7,approval,0.15066666666666667,0.32193732193732194,0.2052679382379655,351,113,637,238,4439
svm_tfidf,0.5,7,caring,0.1875,0.35555555555555557,0.24552429667519182,135,48,208,87,5084
svm_tfidf,0.5,7,confusion,0.12928759894459102,0.3202614379084967,0.18421052631578946,153,49,330,104,4944
svm_tfidf,0.5,7,curiosity,0.1243432574430823,0.25,0.16608187134502925,284,71,500,213,4643
svm_tfidf,0.5,7,desire,0.3118279569892473,0.3493975903614458,0.32954545454545453,83,29,64,54,5280
svm_tfidf,0.5,7,disappointment,0.13768115942028986,0.25165562913907286,0.17798594847775176,151,38,238,113,5038
svm_tfidf,0.5,7,disapproval,0.1198501872659176,0.2397003745318352,0.15980024968789014,267,64,470,203,4690
svm_tfidf,0.5,7,disgust,0.30057803468208094,0.42276422764227645,0.35135135135135137,123,52,121,71,5183
svm_tfidf,0.5,7,embarrassment,0.17857142857142858,0.2702702702702703,0.21505376344086022,37,10,46,27,5344
svm_tfidf,0.5,7,excitement,0.17959183673469387,0.42718446601941745,0.25287356321839083,103,44,201,59,5123
svm_tfidf,0.5,7,fear,0.4491525423728814,0.6794871794871795,0.5408163265306123,78,53,65,25,5284
svm_tfidf,0.5,7,gratitude,0.8350785340314136,0.90625,0.8692098092643051,352,319,63,33,5012
svm_tfidf,0.5,7,grief,0.25,0.16666666666666666,0.2,6,1,3,5,5418
svm_tfidf,0.5,7,joy,0.35517241379310344,0.639751552795031,0.4567627494456763,161,103,187,58,5079
svm_tfidf,0.5,7,love,0.6288659793814433,0.7689075630252101,0.6918714555765595,238,183,108,55,5081
svm_tfidf,0.5,7,nervousness,0.26666666666666666,0.34782608695652173,0.3018867924528302,23,8,22,15,5382
svm_tfidf,0.5,7,neutral,0.5249674337820235,0.676552881925014,0.5911980440097799,1787,1209,1094,578,2546
svm_tfidf,0.5,7,optimism,0.35424354243542433,0.5161290322580645,0.4201312910284464,186,96,175,90,5066
svm_tfidf,0.5,7,pride,0.23529411764705882,0.25,0.24242424242424243,16,4,13,12,5398
svm_tfidf,0.5,7,realization,0.12692307692307692,0.22758620689655173,0.16296296296296298,145,33,227,112,5055
svm_tfidf,0.5,7,relief,0.046511627906976744,0.18181818181818182,0.07407407407407407,11,2,41,9,5375
svm_tfidf,0.5,7,remorse,0.4642857142857143,0.6964285714285714,0.5571428571428572,56,39,45,17,5326
svm_tfidf,0.5,7,sadness,0.340080971659919,0.5384615384615384,0.41687344913151364,156,84,163,72,5108
svm_tfidf,0.5,7,surprise,0.30392156862745096,0.4397163120567376,0.35942028985507246,141,62,142,79,5144
svm_tfidf,1.0,7,admiration,0.4574175824175824,0.6607142857142857,0.5405844155844156,504,333,395,171,4528
svm_tfidf,1.0,7,amusement,0.5911764705882353,0.7613636363636364,0.6655629139072847,264,201,139,63,5024
svm_tfidf,1.0,7,anger,0.23902439024390243,0.494949494949495,0.3223684210526316,198,98,312,100,4917
svm_tfidf,1.0,7,annoyance,0.16157760814249364,0.396875,0.22965641952983726,320,127,659,193,4448
svm_tfidf,1.0,7,approval,0.14788732394366197,0.4188034188034188,0.21858736059479553,351,147,847,204,4229
svm_tfidf,1.0,7,caring,0.12857142857142856,0.3333333333333333,0.18556701030927836,135,45,305,90,4987
svm_tfidf,1.0,7,confusion,0.11359404096834265,0.39869281045751637,0.17681159420289855,153,61,476,92,4798
svm_tfidf,1.0,7,curiosity,0.10550458715596331,0.323943661971831,0.15916955017301038,284,92,780,192,4363
svm_tfidf,1.0,7,desire,0.27358490566037735,0.3493975903614458,0.30687830687830686,83,29,77,54,5267
svm_tfidf,1.0,7,disappointment,0.11963882618510158,0.3509933774834437,0.17845117845117844,151,53,390,98,4886
svm_tfidf,1.0,7,disapproval,0.11621966794380588,0.3408239700374532,0.17333333333333334,267,91,692,176,4468
svm_tfidf,1.0,7,disgust,0.2644230769230769,0.44715447154471544,0.3323262839879154,123,55,153,68,5151
svm_tfidf,1.0,7,embarrassment,0.15942028985507245,0.2972972972972973,0.20754716981132076,37,11,58,26,5332
svm_tfidf,1.0,7,excitement,0.15384615384615385,0.46601941747572817,0.23132530120481928,103,48,264,55,5060
svm_tfidf,1.0,7,fear,0.4274193548387097,0.6794871794871795,0.5247524752475248,78,53,71,25,5278
svm_tfidf,1.0,7,gratitude,0.7989949748743719,0.9034090909090909,0.848,352,318,80,34,4995
svm_tfidf,1.0,7,grief,0.18181818181818182,0.6666666666666666,0.2857142857142857,6,4,18,2,5403
svm_tfidf,1.0,7,joy,0.30654761904761907,0.639751552795031,0.41448692152917505,161,103,233,58,5033
svm_tfidf,1.0,7,love,0.589171974522293,0.7773109243697479,0.6702898550724637,238,185,129,53,5060
svm_tfidf,1.0,7,nervousness,0.12962962962962962,0.30434782608695654,0.18181818181818182,23,7,47,16,5357
svm_tfidf,1.0,7,neutral,0.529126213592233,0.731952993844432,0.6142286921812632,1787,1308,1164,479,2476
