method,data_fraction,seed,emotion,precision,recall,f1,support,tp,fp,fn,tn
zero_shot_bart,0.0,42,disapproval,0.08589951377633712,0.7940074906367042,0.1550274223034735,267,212,2256,55,2904
zero_shot_bart,0.0,42,disgust,0.08316633266533066,0.6747967479674797,0.1480820695807315,123,83,915,40,4389
zero_shot_bart,0.0,42,embarrassment,0.01885014137606032,0.5405405405405406,0.03642987249544627,37,20,1041,17,4349
zero_shot_bart,0.0,42,excitement,0.11287988422575977,0.7572815533980582,0.1964735516372796,103,78,613,25,4711
zero_shot_bart,0.0,42,fear,0.15454545454545454,0.6538461538461539,0.25,78,51,279,27,5070
zero_shot_bart,0.0,42,gratitude,0.5364485981308411,0.8153409090909091,0.6471251409244645,352,287,248,65,4827
zero_shot_bart,0.0,42,grief,0.003795066413662239,0.3333333333333333,0.0075046904315197,6,2,525,4,4896
zero_shot_bart,0.0,42,joy,0.14305177111716622,0.6521739130434783,0.2346368715083799,161,105,629,56,4637
zero_shot_bart,0.0,42,love,0.38544474393531,0.6008403361344538,0.4696223316912972,238,143,228,95,4961
zero_shot_bart,0.0,42,nervousness,0.03480278422273782,0.6521739130434783,0.06607929515418502,23,15,416,8,4988
zero_shot_bart,0.0,42,optimism,0.11293260473588343,0.3333333333333333,0.16870748299319727,186,62,487,124,4754
zero_shot_bart,0.0,42,pride,0.02727272727272727,0.75,0.05263157894736842,16,12,428,4,4983
zero_shot_bart,0.0,42,realization,0.043547110055423596,0.3793103448275862,0.078125,145,55,1208,90,4074
zero_shot_bart,0.0,42,relief,0.010576923076923078,1.0,0.02093244529019981,11,11,1029,0,4387
zero_shot_bart,0.0,42,remorse,0.13966480446927373,0.8928571428571429,0.24154589371980675,56,50,308,6,5063
zero_shot_bart,0.0,42,sadness,0.220873786407767,0.5833333333333334,0.3204225352112676,156,91,321,65,4950
zero_shot_bart,0.0,42,surprise,0.04690431519699812,0.8865248226950354,0.08909479686386315,141,125,2540,16,2746
zero_shot_bart,0.0,42,neutral,0.32857142857142857,0.02574146614437605,0.04774260508562533,1787,46,94,1741,3546
